,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,ori,region_desc,region_name,state_abbr,state_name
616,Baird Police Department,City,CALLAHAN,West South Central,32.29315,-99.372249,0.0,TX0300100,Region III,South,TX,Texas
617,Wake Village Police Department,City,BOWIE,West South Central,33.446051,-94.422375,0.0,TX0190600,Region III,South,TX,Texas
618,Leon Valley Police Department,City,BEXAR,West South Central,29.49208,-98.61705,0.0,TX0151000,Region III,South,TX,Texas
619,McGregor Police Department,City,MCLENNAN,West South Central,31.4415,-97.40726,0.0,TX1550700,Region III,South,TX,Texas
620,Meridian Police Department,City,BOSQUE,West South Central,31.900764,-97.637632,0.0,TX0180800,Region III,South,TX,Texas
621,Port Neches Police Department,City,JEFFERSON,West South Central,29.854,-94.149331,1.0,TX1230800,Region III,South,TX,Texas
622,Naples Police Department,City,MORRIS,West South Central,33.116466,-94.731265,0.0,TX1720500,Region III,South,TX,Texas
623,Texas State Technical College: Waco,University or College,MCLENNAN,West South Central,31.549493,-97.201472,0.0,TX1551800,Region III,South,TX,Texas
624,Ballinger Police Department,City,RUNNELS,West South Central,31.736975,-99.94931,0.0,TX2000100,Region III,South,TX,Texas
625,University of Texas: Pan American,University or College,HIDALGO,West South Central,26.303183,-98.17449,0.0,TX1081700,Region III,South,TX,Texas
626,Ellis County Sheriff's Office,County,ELLIS,West South Central,32.388092,-96.844894,0.0,TX0700000,Region III,South,TX,Texas
627,Plano Police Department,City,DENTON; COLLIN,West South Central,33.0179,-96.70228,1.0,TX0430600,Region III,South,TX,Texas
628,Godley Police Department,City,JOHNSON,West South Central,32.379784,-97.364952,0.0,TX1261300,Region III,South,TX,Texas
629,Denton Police Department,City,DENTON,West South Central,33.214447,-97.12535,1.0,TX0610200,Region III,South,TX,Texas
630,Granbury Police Department,City,HOOD,West South Central,32.430149,-97.831677,0.0,TX1110100,Region III,South,TX,Texas
631,Van Alstyne Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,0.0,TX0910500,Region III,South,TX,Texas
632,Alpine Police Department,City,BREWSTER,West South Central,29.808997,-103.252458,0.0,TX0220100,Region III,South,TX,Texas
633,Tyler Junior College,University or College,SMITH,West South Central,32.375106,-95.268743,1.0,TX2120800,Region III,South,TX,Texas
634,Crosby County Sheriff's Office,County,CROSBY,West South Central,33.65887,-101.23943,0.0,TX0540000,Region III,South,TX,Texas
635,Hospital District: Tarrant County,Other,TARRANT,West South Central,32.72811,-97.32642,1.0,TX2205000,Region III,South,TX,Texas
636,Childress County Sheriff's Office,County,CHILDRESS,West South Central,34.529337,-100.208336,0.0,TX0380000,Region III,South,TX,Texas
637,Jarrell Police Department,City,WILLIAMSON,West South Central,30.64903,-97.605069,0.0,TX2462500,Region III,South,TX,Texas
638,Loving County Sheriff's Office,County,LOVING,West South Central,31.844936,-103.561229,0.0,TX1510000,Region III,South,TX,Texas
639,Floydada Police Department,City,FLOYD,West South Central,33.986713,-101.33514,0.0,TX0770100,Region III,South,TX,Texas
640,Navasota Police Department,City,GRIMES,West South Central,30.543231,-95.988082,0.0,TX0930100,Region III,South,TX,Texas
641,King County Sheriff's Office,County,KING,West South Central,33.614159,-100.250548,0.0,TX1350000,Region III,South,TX,Texas
642,Freeport Police Department,City,BRAZORIA,West South Central,28.960672,-95.37389,0.0,TX0200500,Region III,South,TX,Texas
643,Uvalde County Sheriff's Office,County,UVALDE,West South Central,29.211359,-99.78582,0.0,TX2320000,Region III,South,TX,Texas
644,Bartonville Police Department,City,DENTON,West South Central,33.205005,-97.119046,0.0,TX0613700,Region III,South,TX,Texas
645,Santa Rosa Police Department,City,CAMERON,West South Central,26.102923,-97.478958,0.0,TX0311000,Region III,South,TX,Texas
646,Independent School District: Tyler,Other,SMITH,West South Central,32.375106,-95.268743,0.0,TX2121900,Region III,South,TX,Texas
647,Amarillo College,University or College,POTTER,West South Central,35.398675,-101.893804,0.0,TX1880200,Region III,South,TX,Texas
648,Texas A&M University: Central Texas,University or College,BELL,West South Central,,,0.0,TX0142300,Region III,South,TX,Texas
649,Scurry County Sheriff's Office,County,SCURRY,West South Central,32.71602,-100.91133,0.0,TX2080000,Region III,South,TX,Texas
650,Robertson County Sheriff's Office,County,ROBERTSON,West South Central,31.025481,-96.514941,0.0,TX1980000,Region III,South,TX,Texas
651,Jack County Sheriff's Office,County,JACK,West South Central,33.23241,-98.171884,0.0,TX1190000,Region III,South,TX,Texas
652,Monahans Police Department,City,WARD,West South Central,31.594904,-102.89081,0.0,TX2380100,Region III,South,TX,Texas
653,Presidio County Sheriff's Office,County,PRESIDIO,West South Central,30.005891,-104.261619,0.0,TX1890000,Region III,South,TX,Texas
654,Webb County Sheriff's Office,County,WEBB,West South Central,27.770584,-99.326641,0.0,TX2400000,Region III,South,TX,Texas
655,Calhoun County Sheriff's Office,County,CALHOUN,West South Central,28.445366,-96.5833,0.0,TX0290000,Region III,South,TX,Texas
656,Terry County Sheriff's Office,County,TERRY,West South Central,33.171229,-102.339284,0.0,TX2230000,Region III,South,TX,Texas
657,Lake City Police Department,City,SAN PATRICIO,West South Central,28.011786,-97.517162,1.0,TX2051700,Region III,South,TX,Texas
658,Alamo Community College District,University or College,BEXAR,West South Central,29.448671,-98.520147,0.0,TX0152100,Region III,South,TX,Texas
659,Corrigan Police Department,City,POLK,West South Central,30.998257,-94.82628,0.0,TX1870400,Region III,South,TX,Texas
660,La Salle County Sheriff's Office,County,LA SALLE,West South Central,28.351098,-99.096774,0.0,TX1420000,Region III,South,TX,Texas
661,Eagle Lake Police Department,City,COLORADO,West South Central,29.595991,-96.508433,0.0,TX0450200,Region III,South,TX,Texas
662,Pinehurst Police Department,City,ORANGE,West South Central,30.104055,-93.77531,0.0,TX1810300,Region III,South,TX,Texas
663,Katy Police Department,City,WALLER; FORT BEND; HARRIS,West South Central,29.80157,-95.81696,1.0,TX1012700,Region III,South,TX,Texas
664,Florence Police Department,City,WILLIAMSON,West South Central,30.64903,-97.605069,0.0,TX2460100,Region III,South,TX,Texas
665,Jones County Sheriff's Office,County,JONES,West South Central,32.743709,-99.87443,0.0,TX1270000,Region III,South,TX,Texas
666,Luling Police Department,City,GUADALUPE; CALDWELL,West South Central,29.681171,-97.65398,0.0,TX0280200,Region III,South,TX,Texas
667,Port of Brownsville,Other,CAMERON,West South Central,26.102923,-97.478958,0.0,TX0313400,Region III,South,TX,Texas
668,Hubbard Police Department,City,HILL,West South Central,31.982681,-97.130668,0.0,TX1090200,Region III,South,TX,Texas
669,Edinburg Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,0.0,TX1080400,Region III,South,TX,Texas
670,Rising Star Police Department,City,EASTLAND,West South Central,32.324645,-98.83656,0.0,TX0670500,Region III,South,TX,Texas
671,Midland Police Department,City,MIDLAND,West South Central,32.002758,-102.07577,0.0,TX1650100,Region III,South,TX,Texas
672,Melissa Police Department,City,COLLIN,West South Central,33.194745,-96.579846,0.0,TX0431700,Region III,South,TX,Texas
673,Jones Creek Police Department,City,BRAZORIA,West South Central,28.967339,-95.46131,0.0,TX0202700,Region III,South,TX,Texas
674,Burleson Police Department,City,TARRANT; JOHNSON,West South Central,32.542843,-97.32428,0.0,TX1260200,Region III,South,TX,Texas
675,Comal County Sheriff's Office,County,COMAL,West South Central,29.681768,-98.15045,0.0,TX0460000,Region III,South,TX,Texas
676,The Colony Police Department,City,DENTON,West South Central,33.098576,-96.88014,1.0,TX0611500,Region III,South,TX,Texas
677,Pflugerville Police Department,City,WILLIAMSON; TRAVIS,West South Central,30.239513,-97.69127,0.0,TX2270900,Region III,South,TX,Texas
678,Midwestern State University,University or College,WICHITA,West South Central,33.877552,-98.51852,0.0,TX2430700,Region III,South,TX,Texas
679,Hooks Police Department,City,BOWIE,West South Central,33.446051,-94.422375,0.0,TX0190800,Region III,South,TX,Texas
680,Crandall Police Department,City,KAUFMAN,West South Central,32.598944,-96.288378,0.0,TX1290900,Region III,South,TX,Texas
681,Clyde Police Department,City,CALLAHAN,West South Central,32.29315,-99.372249,0.0,TX0300300,Region III,South,TX,Texas
682,Harker Heights Police Department,City,BELL,West South Central,31.042303,-97.481374,0.0,TX0140300,Region III,South,TX,Texas
683,Gregory Police Department,City,SAN PATRICIO,West South Central,28.011786,-97.517162,0.0,TX2050800,Region III,South,TX,Texas
684,Department of Public Safety,Other State Agency,,West South Central,30.239513,-97.69127,0.0,TX0000000,Region III,South,TX,Texas
685,Levelland Police Department,City,HOCKLEY,West South Central,33.57934,-102.37784,0.0,TX1100100,Region III,South,TX,Texas
686,Olton Police Department,City,LAMB,West South Central,34.068861,-102.348018,0.0,TX1400400,Region III,South,TX,Texas
687,Independent School District: Klein,Other,HARRIS,West South Central,30.04779,-95.53231,0.0,TX1016000,Region III,South,TX,Texas
688,Lacoste Police Department,City,MEDINA,West South Central,29.353661,-99.111085,0.0,TX1630900,Region III,South,TX,Texas
689,Lacy-Lakeview Police Department,City,MCLENNAN,West South Central,31.62393,-97.10311,1.0,TX1550500,Region III,South,TX,Texas
690,El Paso Community College,University or College,EL PASO,West South Central,31.766403,-106.24139,0.0,TX0711100,Region III,South,TX,Texas
691,Bryan Police Department,City,BRAZOS,West South Central,30.656725,-96.302389,0.0,TX0210100,Region III,South,TX,Texas
692,Llano County Sheriff's Office,County,LLANO,West South Central,30.707584,-98.68469,0.0,TX1500000,Region III,South,TX,Texas
693,Pottsboro Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,0.0,TX0910300,Region III,South,TX,Texas
694,Edna Police Department,City,JACKSON,West South Central,28.975735,-96.64819,1.0,TX1200100,Region III,South,TX,Texas
695,Crockett County Sheriff's Office,County,CROCKETT,West South Central,30.717532,-101.404211,0.0,TX0530000,Region III,South,TX,Texas
696,Shavano Park Police Department,City,BEXAR,West South Central,29.448671,-98.520147,0.0,TX0151200,Region III,South,TX,Texas
697,Tye Police Department,City,TAYLOR,West South Central,32.295054,-99.893644,0.0,TX2210800,Region III,South,TX,Texas
698,La Joya Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,0.0,TX1081500,Region III,South,TX,Texas
699,Ferris Police Department,City,DALLAS; ELLIS,West South Central,32.534283,-96.666824,0.0,TX0700200,Region III,South,TX,Texas
700,Wylie Police Department,City,DALLAS; ROCKWALL; COLLIN,West South Central,33.02303,-96.51876,1.0,TX0430800,Region III,South,TX,Texas
701,Brownsville Police Department,City,CAMERON,West South Central,25.90872,-97.49824,0.0,TX0310100,Region III,South,TX,Texas
702,Stephens County Sheriff's Office,County,STEPHENS,West South Central,32.755444,-98.903915,0.0,TX2150000,Region III,South,TX,Texas
703,Hempstead Police Department,City,WALLER,West South Central,30.013578,-95.982102,0.0,TX2370700,Region III,South,TX,Texas
704,Lumberton Police Department,City,HARDIN,West South Central,30.265972,-94.19866,1.0,TX1000900,Region III,South,TX,Texas
705,Madisonville Police Department,City,MADISON,West South Central,30.966878,-95.930372,1.0,TX1570100,Region III,South,TX,Texas
706,El Paso County Sheriff's Office,County,EL PASO,West South Central,31.766403,-106.24139,0.0,TX0710000,Region III,South,TX,Texas
707,McLennan Community College,University or College,MCLENNAN,West South Central,31.591955,-97.17414,0.0,TX1551600,Region III,South,TX,Texas
708,Val Verde County Sheriff's Office,County,VAL VERDE,West South Central,29.884961,-101.146646,0.0,TX2330000,Region III,South,TX,Texas
709,Alamo Heights Police Department,City,BEXAR,West South Central,29.448671,-98.520147,0.0,TX0150100,Region III,South,TX,Texas
710,Rio Grande City Police Department,City,STARR,West South Central,26.546335,-98.715803,0.0,TX2140200,Region III,South,TX,Texas
711,Crystal City Police Department,City,ZAVALA,West South Central,28.678623,-99.82837,0.0,TX2540100,Region III,South,TX,Texas
712,Clute Police Department,City,BRAZORIA,West South Central,29.02107,-95.4045,0.0,TX0200300,Region III,South,TX,Texas
713,Northlake Police Department,City,DENTON,West South Central,33.205005,-97.119046,0.0,TX0613900,Region III,South,TX,Texas
714,Cherokee County Sheriff's Office,County,CHEROKEE,West South Central,31.806877,-95.15124,0.0,TX0370000,Region III,South,TX,Texas
715,Canyon Police Department,City,RANDALL,West South Central,34.98086,-101.92753,0.0,TX1910100,Region III,South,TX,Texas
716,University of Texas: Brownsville,University or College,CAMERON,West South Central,26.102923,-97.478958,0.0,TX0311200,Region III,South,TX,Texas
717,Sabinal Police Department,City,UVALDE,West South Central,29.35034,-99.761074,0.0,TX2320200,Region III,South,TX,Texas
718,Shackelford County Sheriff's Office,County,SHACKELFORD,West South Central,32.74382,-99.347005,0.0,TX2090000,Region III,South,TX,Texas
719,Roberts County Sheriff's Office,County,ROBERTS,West South Central,35.836216,-100.807555,0.0,TX1970000,Region III,South,TX,Texas
720,Corsicana Police Department,City,NAVARRO,West South Central,32.093422,-96.466545,0.0,TX1750100,Region III,South,TX,Texas
721,Shoreacres Police Department,City,HARRIS,West South Central,29.857273,-95.393037,0.0,TX1011800,Region III,South,TX,Texas
722,Comanche County Sheriff's Office,County,COMANCHE,West South Central,31.911995,-98.60174,0.0,TX0470000,Region III,South,TX,Texas
723,Sterling County Sheriff's Office,County,STERLING,West South Central,31.835774,-101.054911,0.0,TX2160000,Region III,South,TX,Texas
724,Palm Valley Police Department,City,CAMERON,West South Central,26.177607,-97.75787,0.0,TX0312500,Region III,South,TX,Texas
725,Jefferson Police Department,City,MARION,West South Central,32.756817,-94.34427,0.0,TX1580100,Region III,South,TX,Texas
726,West Columbia Police Department,City,BRAZORIA,West South Central,29.142834,-95.645615,0.0,TX0201400,Region III,South,TX,Texas
727,Hickory Creek Police Department,City,DENTON,West South Central,33.205005,-97.119046,0.0,TX0612800,Region III,South,TX,Texas
728,Floresville Police Department,City,WILSON,West South Central,29.132193,-98.15976,0.0,TX2470100,Region III,South,TX,Texas
729,Bridge City Police Department,City,ORANGE,West South Central,30.120918,-93.893358,0.0,TX1810100,Region III,South,TX,Texas
730,Lavaca County Sheriff's Office,County,LAVACA,West South Central,29.382578,-96.923633,1.0,TX1430000,Region III,South,TX,Texas
731,Friendswood Police Department,City,HARRIS; GALVESTON,West South Central,29.228364,-94.895428,0.0,TX0840300,Region III,South,TX,Texas
732,Independent School District:,Other,HENDERSON,West South Central,,,0.0,TX1073000,Region III,South,TX,Texas
733,Port Lavaca Police Department,City,CALHOUN,West South Central,28.616196,-96.626144,1.0,TX0290200,Region III,South,TX,Texas
734,Mason County Sheriff's Office,County,MASON,West South Central,30.703232,-99.237608,0.0,TX1600000,Region III,South,TX,Texas
735,Independent School District: Spring,Other,HARRIS,West South Central,30.005798,-95.42867,0.0,TX1017100,Region III,South,TX,Texas
736,University of Texas: Houston,University or College,HARRIS,West South Central,29.857273,-95.393037,0.0,TX1012900,Region III,South,TX,Texas
737,Keller Police Department,City,TARRANT,West South Central,32.77204,-97.291291,0.0,TX2203000,Region III,South,TX,Texas
738,Granger Police Department,City,WILLIAMSON,West South Central,30.64903,-97.605069,0.0,TX2460300,Region III,South,TX,Texas
739,Independent School District: Socorro,Other,EL PASO,West South Central,31.62441,-106.26337,0.0,TX0712200,Region III,South,TX,Texas
740,Premont Police Department,City,JIM WELLS,West South Central,27.733516,-98.090814,0.0,TX1250200,Region III,South,TX,Texas
